X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,6,8,0,91.2,183.1,437.7,12.5,12.6,4.499809670330265,7.6,0.2,0.0
7,4,8,4,91.6,104.2,474.9,9.0,22.1,3.8918202981106265,2.7,0.0,0.0
7,4,8,4,91.6,104.2,474.9,9.0,24.2,3.4657359027997265,1.8,0.0,0.0
7,4,8,4,91.6,104.2,474.9,9.0,24.3,3.4011973816621555,1.8,0.0,0.0
2,5,8,4,91.6,104.2,474.9,9.0,18.7,3.970291913552122,1.8,0.0,0.0
9,4,8,4,91.6,104.2,474.9,9.0,25.3,3.6635616461296463,0.9,0.0,8.0
4,5,8,5,91.6,100.2,466.3,6.3,22.9,3.6888794541139363,1.3,0.0,2.64
7,6,8,2,93.1,180.4,430.8,11.0,26.9,3.332204510175204,5.4,0.0,86.45
8,6,8,2,92.3,88.8,440.9,8.5,17.1,4.204692619390966,3.6,0.0,6.57
7,5,6,6,93.1,180.4,430.8,11.0,22.2,3.871201010907891,1.3,0.0,0.0
6,4,6,6,90.4,89.5,290.8,6.4,14.3,3.828641396489095,1.8,0.0,0.9
8,6,6,6,90.4,89.5,290.8,6.4,15.4,3.8066624897703196,2.2,0.0,0.0
8,6,6,0,91.2,147.8,377.2,12.7,19.6,3.7612001156935624,4.9,0.0,0.0
6,5,6,4,53.4,71.0,233.8,0.4,10.6,4.499809670330265,2.7,0.0,0.0
6,5,6,3,90.4,93.3,298.1,7.5,20.7,3.2188758248682006,4.9,0.0,0.0
6,5,6,3,90.4,93.3,298.1,7.5,19.1,3.6635616461296463,5.4,0.0,3.52
3,6,6,5,91.1,94.1,232.1,7.1,19.2,3.6375861597263857,4.5,0.0,0.0
3,6,6,5,91.1,94.1,232.1,7.1,19.2,3.6375861597263857,4.5,0.0,0.0
6,5,2,4,85.1,28.0,113.8,3.5,11.3,4.543294782270004,4.9,0.0,0.0
1,4,10,6,89.6,84.1,714.3,5.7,19.0,3.9512437185814275,2.2,0.0,0.0
7,4,10,6,89.6,84.1,714.3,5.7,17.1,3.970291913552122,5.4,0.0,0.41
3,4,10,6,89.6,84.1,714.3,5.7,23.8,3.5553480614894135,3.6,0.0,5.18
2,4,10,6,92.4,105.8,758.1,9.9,16.0,3.8066624897703196,1.8,0.0,0.0
2,4,10,6,92.4,105.8,758.1,9.9,24.9,3.295836866004329,2.2,0.0,0.0
7,4,10,6,92.4,105.8,758.1,9.9,25.3,3.295836866004329,2.7,0.0,0.0
6,3,10,6,92.4,105.8,758.1,9.9,24.8,3.332204510175204,1.8,0.0,14.29
2,4,10,6,50.4,46.2,706.6,0.4,12.2,4.356708826689592,6.3,0.0,0.0
6,5,10,0,92.6,115.4,777.1,8.8,24.3,3.295836866004329,4.9,0.0,0.0
4,4,10,0,92.6,115.4,777.1,8.8,19.7,3.713572066704308,1.8,0.0,1.58
3,4,10,0,91.2,134.7,817.5,7.2,18.5,3.4011973816621555,2.7,0.0,0.0
4,5,10,1,92.4,96.2,739.4,8.6,18.6,3.1780538303479458,5.8,0.0,0.0
4,4,10,1,92.4,96.2,739.4,8.6,19.2,3.1780538303479458,4.9,0.0,3.78
6,5,10,1,92.8,119.0,783.5,7.5,21.6,3.295836866004329,2.2,0.0,0.0
5,4,10,1,92.8,119.0,783.5,7.5,21.6,3.332204510175204,6.3,0.0,4.41
6,3,10,1,92.8,119.0,783.5,7.5,18.9,3.5263605246161616,7.2,0.0,34.36
1,4,10,1,92.8,119.0,783.5,7.5,16.8,3.332204510175204,4.0,0.0,7.21
6,5,10,1,92.8,119.0,783.5,7.5,16.8,3.332204510175204,4.0,0.0,1.01
3,5,10,1,90.7,136.9,822.8,6.8,12.9,3.6635616461296463,2.7,0.0,2.18
6,5,10,1,88.1,53.3,726.9,5.4,13.7,4.02535169073515,1.8,0.0,4.42
1,4,10,4,92.2,102.3,751.5,8.4,24.2,3.295836866004329,3.1,0.0,0.0
5,4,10,4,92.2,102.3,751.5,8.4,24.1,3.295836866004329,3.1,0.0,0.0
6,5,10,4,92.2,102.3,751.5,8.4,21.2,3.4657359027997265,2.2,0.0,0.0
6,5,10,4,92.2,102.3,751.5,8.4,19.7,3.5553480614894135,1.8,0.0,0.0
4,3,10,4,92.2,102.3,751.5,8.4,23.5,3.295836866004329,4.0,0.0,3.33
3,3,10,4,92.2,102.3,751.5,8.4,24.2,3.295836866004329,3.1,0.0,6.58
7,4,10,4,91.2,124.4,795.3,8.5,21.5,3.332204510175204,4.5,0.0,15.64
4,4,10,4,91.2,124.4,795.3,8.5,17.1,3.713572066704308,2.2,0.0,11.22
1,4,10,3,92.1,87.7,721.1,9.5,18.1,3.9889840465642745,3.1,0.0,2.13
2,3,10,3,91.6,108.4,764.0,6.2,18.0,3.9318256327243257,5.4,0.0,0.0
4,3,10,3,91.6,108.4,764.0,6.2,9.8,4.454347296253507,1.8,0.0,0.0
7,4,10,3,91.6,108.4,764.0,6.2,19.3,3.784189633918261,2.2,0.0,0.0
6,3,10,3,91.6,108.4,764.0,6.2,23.0,3.5263605246161616,2.2,0.0,56.04
8,6,10,3,91.6,108.4,764.0,6.2,22.7,3.5553480614894135,2.2,0.0,7.48
2,4,10,3,91.6,108.4,764.0,6.2,20.4,3.713572066704308,1.8,0.0,1.47
2,5,10,3,91.6,108.4,764.0,6.2,19.3,3.784189633918261,2.2,0.0,3.93
8,6,10,3,91.9,111.7,770.3,6.5,15.7,3.9318256327243257,2.2,0.0,0.0
6,3,10,3,91.5,130.1,807.1,7.5,20.6,3.6109179126442243,1.8,0.0,0.0
8,6,10,3,91.5,130.1,807.1,7.5,15.9,3.9318256327243257,4.5,0.0,2.18
6,3,10,3,91.5,130.1,807.1,7.5,12.2,4.189654742026425,4.9,0.0,6.1
2,2,10,3,91.5,130.1,807.1,7.5,16.8,3.7612001156935624,3.1,0.0,5.83
1,4,10,3,91.5,130.1,807.1,7.5,21.3,3.5553480614894135,2.2,0.0,28.19
5,4,10,5,92.1,99.0,745.3,9.6,10.1,4.31748811353631,3.6,0.0,0.0
3,4,10,5,92.1,99.0,745.3,9.6,17.4,4.04305126783455,4.5,0.0,0.0
5,4,10,5,92.1,99.0,745.3,9.6,12.8,4.1588830833596715,3.6,0.0,1.64
5,4,10,5,92.1,99.0,745.3,9.6,10.1,4.31748811353631,3.6,0.0,3.71
4,4,10,5,92.1,99.0,745.3,9.6,15.4,3.970291913552122,6.3,0.0,7.31
7,4,10,5,92.1,99.0,745.3,9.6,20.6,3.7612001156935624,3.6,0.0,2.03
7,4,10,5,92.1,99.0,745.3,9.6,19.8,3.8501476017100584,2.7,0.0,1.72
7,4,10,5,92.1,99.0,745.3,9.6,18.7,3.912023005428146,2.2,0.0,5.97
4,4,10,5,92.1,99.0,745.3,9.6,20.8,3.5553480614894135,4.9,0.0,13.06
4,4,10,5,92.1,99.0,745.3,9.6,20.8,3.5553480614894135,4.9,0.0,1.26
6,3,10,5,92.5,122.0,789.7,10.2,15.9,4.007333185232471,3.6,0.0,0.0
6,3,10,5,92.5,122.0,789.7,10.2,19.7,3.6635616461296463,2.7,0.0,0.0
1,4,10,5,92.5,122.0,789.7,10.2,21.1,3.6635616461296463,2.2,0.0,8.12
6,5,10,5,92.5,122.0,789.7,10.2,18.4,3.7376696182833684,2.2,0.0,1.09
4,3,10,5,92.5,122.0,789.7,10.2,17.3,3.8066624897703196,4.0,0.0,3.94
7,4,10,5,88.2,55.2,732.3,11.6,15.2,4.1588830833596715,3.1,0.0,0.52
4,3,10,2,91.9,111.7,770.3,6.5,15.9,3.970291913552122,2.2,0.0,2.93
6,5,10,2,91.9,111.7,770.3,6.5,21.1,3.5553480614894135,2.7,0.0,5.65
6,5,10,2,91.9,111.7,770.3,6.5,19.6,3.8066624897703196,3.1,0.0,20.03
4,5,10,2,91.1,132.3,812.1,12.5,15.9,3.6375861597263857,5.4,0.0,1.75
4,5,10,2,91.1,132.3,812.1,12.5,16.4,3.295836866004329,3.6,0.0,0.0
6,5,10,4,91.2,94.3,744.4,8.4,16.8,3.8501476017100584,4.9,0.0,12.64
4,5,10,6,91.0,276.3,825.1,7.1,13.8,4.343805421853684,7.6,0.0,0.0
7,4,10,6,91.0,276.3,825.1,7.1,13.8,4.343805421853684,7.6,0.0,11.06
3,4,8,0,91.9,133.6,520.5,8.0,14.2,4.060443010546419,4.0,0.0,0.0
4,5,11,6,92.0,203.2,664.5,8.1,10.4,4.31748811353631,0.9,0.0,0.0
5,4,11,1,94.8,222.4,698.6,13.9,20.3,3.7376696182833684,2.7,0.0,0.0
6,5,10,5,90.3,290.0,855.3,7.4,10.3,4.356708826689592,4.0,0.0,18.3
6,5,10,4,91.2,94.3,744.4,8.4,15.4,4.04305126783455,4.9,0.0,39.35
8,6,11,3,92.1,207.0,672.6,8.2,21.1,3.9889840465642745,2.2,0.0,0.0
2,2,11,4,93.7,231.1,715.1,8.4,21.9,3.7376696182833684,2.2,0.0,174.63
6,5,9,1,90.9,18.9,30.6,8.0,8.7,3.9318256327243257,5.8,0.0,0.0
4,5,1,6,18.7,1.1,171.4,0.0,5.2,4.605170185988092,0.9,0.0,0.0
5,4,8,0,93.7,101.3,458.8,11.9,19.3,3.6635616461296463,7.2,0.0,7.73
8,6,11,1,90.7,194.1,643.0,6.8,16.2,4.143134726391533,2.7,0.0,16.33
8,6,11,0,95.2,217.7,690.0,18.0,28.2,3.367295829986474,1.8,0.0,5.86
9,6,11,1,91.6,248.4,753.8,6.3,20.5,4.060443010546419,2.7,0.0,42.87
8,4,11,4,91.6,273.8,819.1,7.7,21.3,3.784189633918261,4.5,0.0,12.18
2,4,11,6,91.6,181.3,613.0,7.6,20.9,3.912023005428146,2.2,0.0,16.0
3,4,10,6,90.5,96.7,750.5,11.4,20.6,4.007333185232471,5.4,0.0,24.59
5,5,9,1,90.9,18.9,30.6,8.0,11.6,3.871201010907891,5.4,0.0,0.0
6,4,11,5,94.8,227.0,706.7,12.0,23.3,3.5263605246161616,3.1,0.0,28.74
7,4,11,5,94.8,227.0,706.7,12.0,23.3,3.5263605246161616,3.1,0.0,0.0
7,4,7,3,84.7,9.5,58.3,4.1,7.5,4.2626798770413155,6.3,0.0,9.96
8,6,10,5,91.1,91.3,738.1,7.2,20.7,3.828641396489095,2.7,0.0,30.18
1,3,10,6,91.0,276.3,825.1,7.1,21.9,3.7612001156935624,4.0,0.0,70.76
2,4,9,2,93.4,15.0,25.6,11.4,15.2,2.9444389791664403,7.6,0.0,0.0
6,5,7,3,84.1,4.6,46.7,2.2,5.3,4.219507705176107,1.8,0.0,0.0
4,5,7,6,85.0,9.0,56.9,3.5,10.1,4.127134385045092,1.8,0.0,51.78
4,3,10,6,90.5,96.7,750.5,11.4,20.4,4.007333185232471,4.9,0.0,3.64
5,6,11,6,91.6,181.3,613.0,7.6,24.3,3.4965075614664802,3.6,0.0,3.63
1,2,11,4,93.7,231.1,715.1,8.4,25.9,3.4657359027997265,3.1,0.0,0.0
9,5,6,0,93.3,49.5,297.7,14.0,28.0,3.5263605246161616,4.5,0.0,0.0
9,5,6,0,93.3,49.5,297.7,14.0,28.0,3.5263605246161616,4.5,0.0,8.16
3,4,10,1,91.1,88.2,731.7,8.3,22.8,3.828641396489095,4.0,0.0,4.95
9,9,11,5,94.8,227.0,706.7,12.0,25.0,3.58351893845611,4.0,0.0,0.0
8,6,11,1,90.7,194.1,643.0,6.8,21.3,3.713572066704308,3.6,0.0,0.0
2,4,10,0,87.9,84.8,725.1,3.7,21.8,3.5263605246161616,2.2,0.0,6.04
2,2,11,2,94.6,212.1,680.9,9.5,27.9,3.295836866004329,2.2,0.0,0.0
6,5,10,4,87.1,291.3,860.6,4.0,17.0,4.204692619390966,4.9,0.0,3.95
4,5,7,4,84.7,8.2,55.0,2.9,14.2,3.828641396489095,4.0,0.0,0.0
4,3,10,5,90.3,290.0,855.3,7.4,19.9,3.784189633918261,3.1,0.0,7.8
1,4,8,2,92.3,96.2,450.2,12.1,23.4,3.4339872044851463,5.4,0.0,0.0
6,3,7,5,84.1,7.3,52.8,2.7,14.7,3.7376696182833684,2.7,0.0,0.0
7,4,7,5,84.6,3.2,43.6,3.3,8.2,3.970291913552122,9.4,0.0,4.62
9,4,8,3,92.3,92.1,442.1,9.8,22.8,3.295836866004329,4.5,0.0,1.63
7,5,11,4,93.7,231.1,715.1,8.4,26.4,3.4965075614664802,3.6,0.0,0.0
5,4,11,6,93.6,235.1,723.1,10.1,24.1,3.912023005428146,4.0,0.0,0.0
8,6,11,1,94.8,222.4,698.6,13.9,27.5,3.295836866004329,4.9,0.0,0.52
6,3,8,2,92.7,164.1,575.8,8.9,26.3,3.6635616461296463,3.1,0.0,7.02
6,5,9,0,93.4,17.3,28.3,9.9,13.8,3.1780538303479458,5.8,0.0,0.0
2,4,11,6,92.0,203.2,664.5,8.1,24.9,3.7376696182833684,5.4,0.0,2.44
2,5,11,6,91.6,181.3,613.0,7.6,24.8,3.58351893845611,4.0,0.0,3.05
8,8,11,0,91.7,191.4,635.9,7.8,26.2,3.58351893845611,4.5,0.0,185.76
2,4,11,0,95.2,217.7,690.0,18.0,30.8,2.9444389791664403,4.5,0.0,0.0
8,6,8,6,88.9,263.1,795.9,5.2,29.3,3.295836866004329,3.6,0.0,6.3
1,3,10,4,91.2,94.3,744.4,8.4,22.3,3.871201010907891,4.0,0.0,0.72
8,6,11,4,93.7,231.1,715.1,8.4,26.9,3.4339872044851463,3.6,0.0,4.96
2,2,11,1,91.6,248.4,753.8,6.3,20.4,4.02535169073515,2.2,0.0,0.0
8,6,11,1,91.6,248.4,753.8,6.3,20.4,4.02535169073515,2.2,0.0,0.0
2,4,11,3,92.1,207.0,672.6,8.2,27.9,3.4965075614664802,2.2,0.0,2.35
1,3,11,1,94.8,222.4,698.6,13.9,26.2,3.5263605246161616,5.8,0.0,0.0
3,4,11,6,91.6,181.3,613.0,7.6,24.6,3.784189633918261,4.0,0.0,3.2
7,4,10,1,89.7,287.2,849.3,6.8,19.4,3.8066624897703196,3.6,0.0,0.0
1,3,11,4,92.1,178.0,605.3,9.6,23.3,3.6888794541139363,4.0,0.0,6.36
8,6,11,1,94.8,222.4,698.6,13.9,23.9,3.6375861597263857,6.7,0.0,0.0
2,4,11,6,93.6,235.1,723.1,10.1,20.9,4.189654742026425,4.9,0.0,15.34
1,4,11,5,90.6,269.8,811.2,5.5,22.2,3.8066624897703196,3.6,0.0,0.0
2,5,8,4,90.8,84.7,376.6,5.6,23.8,3.9318256327243257,1.8,0.0,0.0
8,6,11,3,92.1,207.0,672.6,8.2,26.8,3.5553480614894135,1.3,0.0,0.54
8,6,11,4,89.4,253.6,768.4,9.7,14.2,4.290459441148391,2.7,0.0,0.0
2,5,11,4,93.7,231.1,715.1,8.4,23.6,3.970291913552122,4.0,0.0,6.43
1,3,10,5,91.1,91.3,738.1,7.2,19.1,3.828641396489095,2.2,0.0,0.33
5,4,10,5,90.3,290.0,855.3,7.4,16.2,4.060443010546419,3.6,0.0,0.0
8,6,11,3,92.1,207.0,672.6,8.2,25.5,3.367295829986474,1.8,0.0,1.23
6,5,3,3,87.9,24.9,41.6,3.7,10.9,4.1588830833596715,3.1,0.0,3.35
1,2,8,5,90.7,80.9,368.3,16.8,14.8,4.356708826689592,8.0,0.0,0.0
2,5,10,5,90.3,290.0,855.3,7.4,16.2,4.060443010546419,3.6,0.0,9.96
5,5,11,6,94.0,47.9,100.7,10.7,17.3,4.382026634673881,4.5,0.0,0.0
6,5,11,6,92.0,203.2,664.5,8.1,19.1,4.248495242049359,2.2,0.0,0.0
3,4,9,0,93.4,17.3,28.3,9.9,8.9,3.5553480614894135,8.0,0.0,0.0
7,4,10,0,89.7,284.9,844.0,10.1,10.5,4.343805421853684,4.0,0.0,0.0
7,4,11,6,91.6,181.3,613.0,7.6,19.3,4.110873864173311,4.9,0.0,0.0
4,5,11,0,95.2,217.7,690.0,18.0,23.4,3.8918202981106265,5.4,0.0,6.43
1,4,11,5,90.5,196.8,649.9,16.3,11.8,4.477336814478207,4.9,0.0,9.71
7,4,11,3,91.5,238.2,730.6,7.5,17.7,4.174387269895637,4.0,0.0,0.0
4,5,11,1,89.4,266.2,803.3,5.6,17.4,3.9889840465642745,3.1,0.0,0.0
3,4,11,1,91.6,248.4,753.8,6.3,16.8,4.02535169073515,3.1,0.0,0.0
3,4,8,3,94.6,160.0,567.2,16.7,17.9,3.871201010907891,2.7,0.0,0.0
2,4,11,1,91.6,248.4,753.8,6.3,16.6,4.07753744390572,2.7,0.0,0.0
1,4,11,0,91.7,191.4,635.9,7.8,19.9,3.912023005428146,4.0,0.0,82.75
8,6,11,4,93.7,231.1,715.1,8.4,18.9,4.1588830833596715,4.9,0.0,3.32
7,4,11,4,91.6,273.8,819.1,7.7,15.5,4.276666119016055,8.0,0.0,1.94
2,5,11,4,93.7,231.1,715.1,8.4,18.9,4.1588830833596715,4.9,0.0,0.0
8,6,11,4,93.7,231.1,715.1,8.4,18.9,4.1588830833596715,4.9,0.0,0.0
1,4,10,6,91.0,276.3,825.1,7.1,14.5,4.330733340286331,7.6,0.0,3.71
6,5,7,2,75.1,4.4,16.2,1.9,4.6,4.406719247264253,6.3,0.0,5.39
6,4,7,2,75.1,4.4,16.2,1.9,5.1,4.343805421853684,5.4,0.0,2.14
2,2,7,4,79.5,3.6,15.3,1.8,4.6,4.07753744390572,0.9,0.0,6.84
6,5,9,3,87.2,15.1,36.9,7.1,10.2,3.8066624897703196,5.8,0.0,3.18
3,4,9,0,90.2,18.5,41.1,7.3,11.2,3.713572066704308,5.4,0.0,5.55
6,5,9,1,91.3,20.6,43.5,8.5,13.3,3.295836866004329,3.6,0.0,6.61
6,3,3,6,91.0,14.6,25.6,12.3,13.7,3.4965075614664802,9.4,0.0,61.13
5,4,3,6,91.0,14.6,25.6,12.3,17.6,3.295836866004329,5.8,0.0,0.0
4,3,2,5,89.6,25.4,73.7,5.7,18.0,3.6888794541139363,4.0,0.0,38.48
8,3,6,3,88.2,96.2,229.0,4.7,14.3,4.3694478524670215,4.0,0.0,1.94
9,4,6,4,90.5,61.1,252.6,9.4,24.5,3.912023005428146,3.1,0.0,70.32
4,3,6,1,93.0,103.8,316.7,10.8,26.4,3.5553480614894135,2.7,0.0,10.08
2,5,6,1,93.7,121.7,350.2,18.0,22.7,3.6888794541139363,9.4,0.0,3.19
4,3,8,1,93.5,85.3,395.0,9.9,27.2,3.332204510175204,1.3,0.0,1.76
4,3,8,6,93.7,101.3,423.4,14.7,26.1,3.8066624897703196,4.0,0.0,7.36
7,4,8,6,93.7,101.3,423.4,14.7,18.2,4.406719247264253,4.5,0.0,2.21
7,4,8,3,89.2,103.9,431.6,6.4,22.6,4.04305126783455,4.9,0.0,0.52
9,9,8,1,93.2,114.4,560.0,9.5,30.2,3.2188758248682006,4.5,0.0,2.75
4,3,8,1,93.2,114.4,560.0,9.5,30.2,3.091042453358316,4.9,0.0,0.0
3,4,11,6,94.9,130.3,587.1,14.1,23.4,3.6888794541139363,5.8,0.0,1.29
8,6,11,6,94.9,130.3,587.1,14.1,31.0,3.295836866004329,5.4,0.0,0.0
2,5,11,6,94.9,130.3,587.1,14.1,33.1,3.2188758248682006,4.0,0.0,26.43
2,4,11,3,95.0,135.5,596.3,21.3,30.6,3.332204510175204,3.6,0.0,2.07
5,4,11,2,95.1,141.3,605.8,17.7,24.1,3.7612001156935624,6.3,0.0,2.0
5,4,11,2,95.1,141.3,605.8,17.7,26.4,3.5263605246161616,3.6,0.0,16.4
4,4,11,2,95.1,141.3,605.8,17.7,19.4,4.2626798770413155,7.6,0.0,46.7
4,4,11,0,95.1,141.3,605.8,17.7,20.6,4.060443010546419,1.3,0.0,0.0
4,4,11,0,95.1,141.3,605.8,17.7,28.7,3.4965075614664802,4.0,0.0,0.0
4,4,11,1,95.8,152.0,624.1,13.8,32.4,3.044522437723423,4.5,0.0,0.0
1,3,11,5,95.9,158.0,633.6,11.3,32.4,3.295836866004329,2.2,0.0,0.0
1,3,11,5,95.9,158.0,633.6,11.3,27.5,3.367295829986474,4.5,0.0,43.32
6,6,11,4,96.0,164.0,643.0,14.0,30.8,3.4011973816621555,4.9,0.0,8.59
6,6,11,3,96.2,175.5,661.8,16.8,23.9,3.7376696182833684,2.2,0.0,0.0
4,5,11,3,96.2,175.5,661.8,16.8,32.6,3.258096538021482,3.1,0.0,2.77
3,4,11,2,96.1,181.1,671.2,14.3,32.3,3.295836866004329,2.2,0.0,14.68
6,5,11,2,96.1,181.1,671.2,14.3,33.3,3.258096538021482,2.7,0.0,40.54
7,5,11,2,96.1,181.1,671.2,14.3,27.3,4.143134726391533,4.9,6.4,10.82
8,6,11,2,96.1,181.1,671.2,14.3,21.6,4.174387269895637,4.9,0.8,0.0
7,5,11,2,96.1,181.1,671.2,14.3,21.6,4.174387269895637,4.9,0.8,0.0
4,4,11,2,96.1,181.1,671.2,14.3,20.7,4.23410650459726,4.9,0.4,0.0
2,4,11,0,94.5,139.4,689.1,20.0,29.2,3.4011973816621555,4.9,0.0,1.95
4,3,11,0,94.5,139.4,689.1,20.0,28.9,3.367295829986474,4.9,0.0,49.59
1,2,11,1,91.0,163.2,744.4,10.1,26.7,3.5553480614894135,1.8,0.0,5.8
1,2,11,5,91.0,166.9,752.6,7.1,18.5,4.290459441148391,8.5,0.0,0.0
2,4,11,5,91.0,166.9,752.6,7.1,25.9,3.713572066704308,3.6,0.0,0.0
1,2,11,5,91.0,166.9,752.6,7.1,25.9,3.713572066704308,3.6,0.0,0.0
5,4,11,5,91.0,166.9,752.6,7.1,21.1,4.2626798770413155,7.6,1.4,2.17
6,5,11,5,91.0,166.9,752.6,7.1,18.2,4.127134385045092,5.4,0.0,0.43
8,6,11,6,81.6,56.7,665.6,1.9,27.8,3.5553480614894135,2.7,0.0,0.0
4,3,11,6,81.6,56.7,665.6,1.9,27.8,3.4657359027997265,2.7,0.0,6.44
2,4,11,6,81.6,56.7,665.6,1.9,21.9,4.2626798770413155,5.8,0.0,54.29
7,4,11,6,81.6,56.7,665.6,1.9,21.2,4.248495242049359,6.7,0.0,11.16
1,4,11,4,94.4,146.0,614.7,11.3,25.6,3.7376696182833684,4.0,0.0,0.0
6,3,0,2,79.5,3.0,106.7,1.1,11.8,3.4339872044851463,4.5,0.0,0.0
